index,T0_K,phi,trajectory_mse,status,is_training,is_held_out,is_additional
186,1050.0,1.4,2.865417718887329,ok,False,False,True
187,1050.0,1.4500000000000002,2.8459677696228027,ok,False,False,True
188,1050.0,1.5,2.8390562534332275,ok,True,False,False
189,1062.5,0.5,1.716010332107544,ok,False,False,True
190,1062.5,0.55,1.9025743007659912,ok,False,False,True
191,1062.5,0.6,2.086130142211914,ok,False,False,True
192,1062.5,0.65,2.2553858757019043,ok,False,False,True
193,1062.5,0.7,2.4087393283843994,ok,False,False,True
194,1062.5,0.75,2.547969341278076,ok,False,False,True
195,1062.5,0.8,2.6736996173858643,ok,False,False,True
196,1062.5,0.8500000000000001,2.784918785095215,ok,False,False,True
197,1062.5,0.9,2.879690408706665,ok,False,False,True
198,1062.5,0.95,2.956256866455078,ok,False,False,True
199,1062.5,1.0,3.014430522918701,ok,False,False,True
200,1062.5,1.05,3.0547401905059814,ok,False,False,True
201,1062.5,1.1,3.0777530670166016,ok,False,False,True
202,1062.5,1.15,3.083754301071167,ok,False,False,True
203,1062.5,1.2000000000000002,3.075267791748047,ok,False,False,True
204,1062.5,1.25,3.055647850036621,ok,False,False,True
205,1062.5,1.3,3.029411792755127,ok,False,False,True
206,1062.5,1.35,3.000014305114746,ok,False,False,True
207,1062.5,1.4,2.968687057495117,ok,False,False,True
208,1062.5,1.4500000000000002,2.9325122833251953,ok,False,False,True
209,1062.5,1.5,2.8862743377685547,ok,False,False,True
210,1075.0,0.5,1.7308447360992432,ok,False,False,True
211,1075.0,0.55,1.9256279468536377,ok,False,False,True
212,1075.0,0.6,2.111386775970459,ok,False,False,True
213,1075.0,0.65,2.2834439277648926,ok,False,False,True
214,1075.0,0.7,2.442340135574341,ok,False,False,True
215,1075.0,0.75,2.588315963745117,ok,False,False,True
216,1075.0,0.8,2.72025728225708,ok,False,False,True
217,1075.0,0.8500000000000001,2.835780620574951,ok,False,False,True
218,1075.0,0.9,2.93196439743042,ok,False,False,True
219,1075.0,0.95,3.00601863861084,ok,False,False,True
220,1075.0,1.0,3.0568137168884277,ok,False,False,True
221,1075.0,1.05,3.0862436294555664,ok,False,False,True
222,1075.0,1.1,3.09820818901062,ok,False,False,True
223,1075.0,1.15,3.0972440242767334,ok,False,False,True
224,1075.0,1.2000000000000002,3.087272882461548,ok,False,False,True
225,1075.0,1.25,3.070896625518799,ok,False,False,True
226,1075.0,1.3,3.050086259841919,ok,False,False,True
227,1075.0,1.35,3.026264190673828,ok,False,False,True
228,1075.0,1.4,3.00068998336792,ok,False,False,True
229,1075.0,1.4500000000000002,2.974813222885132,ok,False,False,True
230,1075.0,1.5,2.9510738849639893,ok,False,False,True
231,1087.5,0.5,1.7362310886383057,ok,False,False,True
232,1087.5,0.55,1.9375391006469727,ok,False,False,True
233,1087.5,0.6,2.1276285648345947,ok,False,False,True
234,1087.5,0.65,2.301070213317871,ok,False,False,True
235,1087.5,0.7,2.4595608711242676,ok,False,False,True
236,1087.5,0.75,2.6045641899108887,ok,False,False,True
237,1087.5,0.8,2.73514461517334,ok,False,False,True
238,1087.5,0.8500000000000001,2.8488922119140625,ok,False,False,True
239,1087.5,0.9,2.9432528018951416,ok,False,False,True
240,1087.5,0.95,3.016394853591919,ok,False,False,True
241,1087.5,1.0,3.0681416988372803,ok,False,False,True
242,1087.5,1.05,3.100391387939453,ok,False,False,True
243,1087.5,1.1,3.1164772510528564,ok,False,False,True
244,1087.5,1.15,3.1199498176574707,ok,False,False,True
245,1087.5,1.2000000000000002,3.114041805267334,ok,False,False,True
246,1087.5,1.25,3.1011962890625,ok,False,False,True
247,1087.5,1.3,3.0833325386047363,ok,False,False,True
248,1087.5,1.35,3.0620007514953613,ok,False,False,True
249,1087.5,1.4,3.0387046337127686,ok,False,False,True
250,1087.5,1.4500000000000002,3.0144314765930176,ok,False,False,True
251,1087.5,1.5,2.990811586380005,ok,False,False,True
252,1100.0,0.5,1.741467833518982,ok,True,False,False
253,1100.0,0.55,1.9440921545028687,ok,False,False,True
254,1100.0,0.6,2.13649845123291,ok,False,False,True
255,1100.0,0.65,2.3117246627807617,ok,False,False,True
256,1100.0,0.7,2.4697489738464355,ok,True,False,False
257,1100.0,0.75,2.6121273040771484,ok,False,False,True
258,1100.0,0.8,2.739081382751465,ok,False,False,True
259,1100.0,0.8500000000000001,2.8496761322021484,ok,False,False,True
260,1100.0,0.9,2.9426774978637695,ok,True,False,False
261,1100.0,0.95,3.017367362976074,ok,False,False,True
262,1100.0,1.0,3.074148178100586,ok,False,False,True
263,1100.0,1.05,3.1143345832824707,ok,False,False,True
264,1100.0,1.1,3.1395466327667236,ok,True,False,False
265,1100.0,1.15,3.1514453887939453,ok,False,False,True
266,1100.0,1.2000000000000002,3.1518783569335938,ok,False,False,True
267,1100.0,1.25,3.1429286003112793,ok,False,False,True
268,1100.0,1.3,3.1269962787628174,ok,True,False,False
269,1100.0,1.35,3.1063263416290283,ok,False,False,True
270,1100.0,1.4,3.0831642150878906,ok,False,False,True
271,1100.0,1.4500000000000002,3.059271812438965,ok,False,False,True
272,1100.0,1.5,3.0361037254333496,ok,True,False,False
273,1112.5,0.5,1.7506451606750488,ok,False,False,True
274,1112.5,0.55,1.959513783454895,ok,False,False,True
275,1112.5,0.6,2.155184507369995,ok,False,False,True
276,1112.5,0.65,2.3331503868103027,ok,False,False,True
277,1112.5,0.7,2.4942781925201416,ok,False,False,True
278,1112.5,0.75,2.6399781703948975,ok,False,False,True
279,1112.5,0.8,2.7704014778137207,ok,False,False,True
280,1112.5,0.8500000000000001,2.8844199180603027,ok,False,False,True
281,1112.5,0.9,2.980517864227295,ok,False,False,True
282,1112.5,0.95,3.0580508708953857,ok,False,False,True
283,1112.5,1.0,3.117459774017334,ok,False,False,True
284,1112.5,1.05,3.15989351272583,ok,False,False,True
285,1112.5,1.1,3.1866700649261475,ok,False,False,True
286,1112.5,1.15,3.1992263793945312,ok,False,False,True
287,1112.5,1.2000000000000002,3.199267625808716,ok,False,False,True
288,1112.5,1.25,3.1887645721435547,ok,False,False,True
289,1112.5,1.3,3.1697072982788086,ok,False,False,True
290,1112.5,1.35,3.143596887588501,ok,False,False,True
291,1112.5,1.4,3.11116623878479,ok,False,False,True
292,1112.5,1.4500000000000002,3.0730509757995605,ok,False,False,True
293,1112.5,1.5,3.0317842960357666,ok,False,False,True
294,1125.0,0.5,1.7579563856124878,ok,False,False,True
295,1125.0,0.55,1.9615602493286133,ok,False,False,True
296,1125.0,0.6,2.151150703430176,ok,False,False,True
297,1125.0,0.65,2.32585072517395,ok,False,False,True
298,1125.0,0.7,2.4870986938476562,ok,False,False,True
299,1125.0,0.75,2.6350884437561035,ok,False,False,True
300,1125.0,0.8,2.7680089473724365,ok,False,False,True
301,1125.0,0.8500000000000001,2.8831427097320557,ok,False,False,True
302,1125.0,0.9,2.9782538414001465,ok,False,False,True
303,1125.0,0.95,3.0523436069488525,ok,False,False,True
304,1125.0,1.0,3.105710983276367,ok,False,False,True
305,1125.0,1.05,3.139871597290039,ok,False,False,True
306,1125.0,1.1,3.157325029373169,ok,False,False,True
307,1125.0,1.15,3.161323070526123,ok,False,False,True
308,1125.0,1.2000000000000002,3.1554253101348877,ok,False,False,True
309,1125.0,1.25,3.143012046813965,ok,False,False,True
310,1125.0,1.3,3.1268978118896484,ok,False,False,True
311,1125.0,1.35,3.1090939044952393,ok,False,False,True
312,1125.0,1.4,3.0906994342803955,ok,False,False,True
313,1125.0,1.4500000000000002,3.0724399089813232,ok,False,False,True
314,1125.0,1.5,3.0550856590270996,ok,False,False,True
315,1137.5,0.5,1.7600386142730713,ok,False,False,True
316,1137.5,0.55,1.969256043434143,ok,False,False,True
317,1137.5,0.6,2.164170503616333,ok,False,False,True
318,1137.5,0.65,2.341963529586792,ok,False,False,True
319,1137.5,0.7,2.5035758018493652,ok,False,False,True
320,1137.5,0.75,2.64974308013916,ok,False,False,True
321,1137.5,0.8,2.77984619140625,ok,False,False,True
322,1137.5,0.8500000000000001,2.8924202919006348,ok,False,False,True
323,1137.5,0.9,2.986144542694092,ok,False,False,True
324,1137.5,0.95,3.0608763694763184,ok,False,False,True
325,1137.5,1.0,3.117729663848877,ok,False,False,True
326,1137.5,1.05,3.1585805416107178,ok,False,False,True
327,1137.5,1.1,3.185302734375,ok,False,False,True
328,1137.5,1.15,3.1995596885681152,ok,False,False,True
329,1137.5,1.2000000000000002,3.2028446197509766,ok,False,False,True
330,1137.5,1.25,3.196810722351074,ok,False,False,True
331,1137.5,1.3,3.1833295822143555,ok,False,False,True
332,1137.5,1.35,3.164583206176758,ok,False,False,True
333,1137.5,1.4,3.1426916122436523,ok,False,False,True
334,1137.5,1.4500000000000002,3.119684934616089,ok,False,False,True
335,1137.5,1.5,3.0970871448516846,ok,False,False,True
336,1150.0,0.5,1.7683849334716797,ok,True,False,False
337,1150.0,0.55,1.9733091592788696,ok,False,False,True
338,1150.0,0.6,2.1630921363830566,ok,False,False,True
339,1150.0,0.65,2.336813449859619,ok,False,False,True
340,1150.0,0.7,2.4964442253112793,ok,True,False,False
341,1150.0,0.75,2.6425793170928955,ok,False,False,True
342,1150.0,0.8,2.7733659744262695,ok,False,False,True
343,1150.0,0.8500000000000001,2.886023759841919,ok,False,False,True
344,1150.0,0.9,2.978569746017456,ok,True,False,False
345,1150.0,0.95,3.0505833625793457,ok,False,False,True
346,1150.0,1.0,3.1031687259674072,ok,False,False,True
347,1150.0,1.05,3.13850736618042,ok,False,False,True
348,1150.0,1.1,3.159229278564453,ok,True,False,False
349,1150.0,1.15,3.167999505996704,ok,False,False,True
350,1150.0,1.2000000000000002,3.167264461517334,ok,False,False,True
351,1150.0,1.25,3.1592857837677,ok,False,False,True
352,1150.0,1.3,3.1461305618286133,ok,False,True,False
353,1150.0,1.35,3.1297059059143066,ok,False,False,True
354,1150.0,1.4,3.1116080284118652,ok,False,False,True
355,1150.0,1.4500000000000002,3.093346357345581,ok,False,False,True
356,1150.0,1.5,3.0764472484588623,ok,True,False,False
357,1162.5,0.5,1.7637584209442139,ok,False,False,True
358,1162.5,0.55,1.972727656364441,ok,False,False,True
359,1162.5,0.6,2.1680731773376465,ok,False,False,True
360,1162.5,0.65,2.346965789794922,ok,False,False,True
361,1162.5,0.7,2.5104122161865234,ok,False,False,True
362,1162.5,0.75,2.658782720565796,ok,False,False,True
363,1162.5,0.8,2.7908623218536377,ok,False,False,True
364,1162.5,0.8500000000000001,2.904639720916748,ok,False,False,True
365,1162.5,0.9,2.998715400695801,ok,False,False,True
366,1162.5,0.95,3.0732762813568115,ok,False,False,True
367,1162.5,1.0,3.1298937797546387,ok,False,False,True
368,1162.5,1.05,3.170759439468384,ok,False,False,True
369,1162.5,1.1,3.1979470252990723,ok,False,False,True
370,1162.5,1.15,3.213127613067627,ok,False,False,True
371,1162.5,1.2000000000000002,3.2176244258880615,ok,False,False,True
372,1162.5,1.25,3.2127275466918945,ok,False,False,True
373,1162.5,1.3,3.1998796463012695,ok,False,False,True
374,1162.5,1.35,3.1806998252868652,ok,False,False,True
375,1162.5,1.4,3.1569299697875977,ok,False,False,True
376,1162.5,1.4500000000000002,3.130204200744629,ok,False,False,True
377,1162.5,1.5,3.102133274078369,ok,False,False,True
378,1175.0,0.5,1.7680284976959229,ok,False,False,True
379,1175.0,0.55,1.973127007484436,ok,False,False,True
380,1175.0,0.6,2.164740562438965,ok,False,False,True
381,1175.0,0.65,2.340991735458374,ok,False,False,True
382,1175.0,0.7,2.5025291442871094,ok,False,False,True
383,1175.0,0.75,2.6489615440368652,ok,False,False,True
384,1175.0,0.8,2.778508186340332,ok,False,False,True
385,1175.0,0.8500000000000001,2.889103889465332,ok,False,False,True
386,1175.0,0.9,2.9796581268310547,ok,False,False,True
387,1175.0,0.95,3.050602674484253,ok,False,False,True
388,1175.0,1.0,3.1037864685058594,ok,False,False,True
389,1175.0,1.05,3.1417839527130127,ok,False,False,True
390,1175.0,1.1,3.1670145988464355,ok,False,False,True
391,1175.0,1.15,3.1813268661499023,ok,False,False,True
392,1175.0,1.2000000000000002,3.186086654663086,ok,False,False,True
393,1175.0,1.25,3.1824913024902344,ok,False,False,True
394,1175.0,1.3,3.1719369888305664,ok,False,False,True
395,1175.0,1.35,3.15622615814209,ok,False,False,True
396,1175.0,1.4,3.1374306678771973,ok,False,False,True
397,1175.0,1.4500000000000002,3.117804527282715,ok,False,False,True
398,1175.0,1.5,3.0997304916381836,ok,False,False,True
399,1187.5,0.5,1.7743860483169556,ok,False,False,True
400,1187.5,0.55,1.9769666194915771,ok,False,False,True
401,1187.5,0.6,2.1659913063049316,ok,False,False,True
402,1187.5,0.65,2.341442108154297,ok,False,False,True
403,1187.5,0.7,2.504371404647827,ok,False,False,True
404,1187.5,0.75,2.653822183609009,ok,False,False,True
405,1187.5,0.8,2.7868540287017822,ok,False,False,True
406,1187.5,0.8500000000000001,2.9002788066864014,ok,False,False,True
407,1187.5,0.9,2.9923300743103027,ok,False,False,True
408,1187.5,0.95,3.0630970001220703,ok,False,False,True
409,1187.5,1.0,3.114229679107666,ok,False,False,True
410,1187.5,1.05,3.1481916904449463,ok,False,False,True
411,1187.5,1.1,3.167567729949951,ok,False,False,True
412,1187.5,1.15,3.1747288703918457,ok,False,False,True
413,1187.5,1.2000000000000002,3.171776533126831,ok,False,False,True
414,1187.5,1.25,3.1608052253723145,ok,False,False,True
415,1187.5,1.3,3.1439626216888428,ok,False,False,True
