model,seed,metric,epoch,loss_endpoint_sum,display_divisor,metric_convention,source_path
observed_interval,0,total_loss,128,0.0372798778116703,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,129,0.037185944616794586,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,130,0.03709227591753006,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,131,0.03699873760342598,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,132,0.03690531477332115,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,133,0.03681192547082901,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,134,0.03671853244304657,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,135,0.03662516176700592,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,136,0.03653184697031975,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,137,0.036438580602407455,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,138,0.03634538874030113,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,139,0.03625231981277466,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,140,0.036159366369247437,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,141,0.03606654703617096,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,142,0.03597392141819,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,143,0.035881407558918,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,144,0.035789117217063904,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,145,0.035697005689144135,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,146,0.03560512140393257,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,147,0.03551344573497772,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
